,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,airports_per_region
38,506039,00NR,heliport,Rodanthe Dare County Heliport,35.594729,-75.470002,8,,US,NC,Rodanthe,no,00NR,,00NR,,,,574
39,6554,00NY,small_airport,Weiss Airfield,42.90010071,-77.49970245,1000,,US,NY,West Bloomfield,no,00NY,,00NY,,,,766
40,6555,00OH,closed,Exit 3 Airport,41.590476,-84.141583,785,,US,OH,Wauseon,no,,,,,,"64D, 00OH",904
41,6556,00OI,heliport,Miami Valley Hospital Heliport,39.745091,-84.187278,905,,US,OH,Dayton,no,00OI,,00OI,,,,904
42,328503,00OK,small_airport,Gull Bay Landing Airport,36.198598,-96.217693,960,,US,OK,Sandsprings,no,00OK,,00OK,,,,674
43,6557,00OR,heliport,Steel Systems Heliport,44.93289948,-123.1299973,195,,US,OR,Salem,no,00OR,,00OR,,,,609
44,6558,00PA,heliport,R J D Heliport,39.94889832,-75.74690247,402,,US,PA,Coatesville,no,00PA,,00PA,,,,1004
45,45773,00PN,small_airport,Ferrell Field,41.2995,-80.211111,1301,,US,PA,Mercer,no,00PN,,00PN,,,,1004
46,6559,00PS,closed,Thomas Field,40.3778,-77.365303,815,,US,PA,Loysville,no,,,,,,00PS,1004
47,6560,00S,small_airport,McKenzie Bridge State Airport,44.181466,-122.086,1620,,US,OR,Blue River,no,,,00S,,https://en.wikipedia.org/wiki/McKenzie_Bridge_State_Airport,,609
48,6561,00SC,small_airport,Flying O Airport,34.00939941,-80.26719666,150,,US,SC,Sumter,no,00SC,,00SC,,,,258
49,330391,00SD,small_airport,Homan Field,44.809158,-96.498897,1590,,US,SD,Gary,no,00SD,,00SD,,,,230
50,6562,00TA,closed,SW Region FAA Heliport,32.8269,-97.305801,598,,US,TX,Fort Worth,no,,,,,,00TA,3625
51,6563,00TE,heliport,Tcjc-Northeast Campus Heliport,32.84759903,-97.1894989,600,,US,TX,Fort Worth,no,00TE,,00TE,,,,3625
52,6564,00TN,small_airport,Ragsdale Road Airport,35.51589966,-85.95359802,1100,,US,TN,Manchester,no,00TN,,00TN,,,,409
53,6565,00TS,small_airport,Alpine Range Airport,32.60760117,-97.24199677,670,,US,TX,Everman,no,00TS,,00TS,,,,3625
54,6566,00TX,closed,San Jacinto Methodist Hospital Heliport,29.7377,-94.980201,19,,US,TX,Baytown,no,,,,,,00TX,3625
55,6567,00UT,closed,Clear Creek Ranch Airport,37.247799,-112.821998,6138,,US,UT,Kanab,no,,,,,,"00UT, U21",407
56,6568,00VA,small_airport,Vaughan Airport,36.57600021,-78.9991684,551,,US,VA,Alton,no,00VA,,00VA,,,,558
57,6569,00VI,small_airport,Groundhog Mountain Airport,36.66329956,-80.49949646,2680,,US,VA,Hillsville,no,00VI,,00VI,,,,558
58,6570,00W,small_airport,Lower Granite State Airport,46.672884,-117.441933,719,,US,WA,Colfax,no,,,00W,http://www.wsdot.wa.gov/aviation/AllStateAirports/Colfax_LowerGraniteState.htm,,0WA0,704
59,6571,00WA,small_airport,Howell Airport,47.17839813,-122.7720032,150,,US,WA,Longbranch,no,00WA,,00WA,,,,704
60,6572,00WI,small_airport,Northern Lite Airport,44.3042984,-89.05010223,860,,US,WI,Waupaca,no,00WI,,00WI,,,,663
61,6573,00WN,small_airport,Hawks Run Airport,46.25,-117.2490005,2900,,US,WA,Asotin,no,00WN,,00WN,,,,704
62,6574,00WV,small_airport,Lazy J. Aerodrome,38.82889938,-79.8660965,2060,,US,WV,Beverly,no,00WV,,00WV,,,,148
63,322300,00WY,heliport,Mountain View Regional Hospital Heliport,42.840361,-106.224443,5210,,US,WY,Casper,no,00WY,,00WY,,,,202
64,6575,00XS,closed,L P Askew Farms Airport,33.033401,-101.933998,3110,,US,TX,O'Donnell,no,,,,,,00XS,3625
65,6576,01A,small_airport,Purkeypile Airport,62.9435997,-152.2700043,1950,,US,AK,Purkeypile,no,01A,,01A,,,,1039
66,6577,01AK,heliport,Providence Seward Medical Center Heliport,60.10587398,-149.446249,120,,US,AK,Seward,no,01AK,,01AK,,,,1039
67,6578,01AL,small_airport,Ware Island Airport,32.94599915,-86.51390076,344,,US,AL,Clanton,no,01AL,,01AL,,,,458
68,356168,01AN,small_airport,McHone Heights Airport,61.649095,-149.339025,610,,US,AK,Wasilla,no,01AN,,01AN,,,,1039
69,6579,01AR,heliport,DeQueen Medical Center Heliport,34.047456,-94.354023,440,,US,AR,DeQueen,no,01AR,,01AR,,,Community Hospital of DeQueen Heliport,494
70,6580,01AZ,heliport,Yat Heliport,34.607406,-111.8609,3300,,US,AZ,Camp Verde,no,01AZ,,01AZ,,,,961
71,6581,01C,closed,Grant Airport,43.34170151,-85.77500153,815,,US,MI,Grant,no,,,,,https://en.wikipedia.org/wiki/Grant_Airport,"01C, 01C, 01C",641
72,6582,01CA,heliport,SCE Lugo Substation Heliport,34.368241,-117.370059,3733,,US,CA,Hesperia,no,01CA,,01CA,,,,2318
73,6583,01CL,small_airport,Swansboro Country Airport,38.79990005,-120.7340012,2594,,US,CA,Placerville,no,01CL,,01CL,,,,2318
74,6584,01CN,closed,Los Angeles County Sheriff's Department Heliport,34.0378,-118.153999,300,,US,CA,Los Angeles,no,,,,,,01CN,2318
75,6585,01CO,heliport,St Vincent General Hospital Heliport,39.24530029,-106.2460022,10175,,US,CO,Leadville,no,01CO,,01CO,,,,608
76,6586,01CT,heliport,Berlin Fairgrounds Heliport,41.62730026,-72.72750092,60,,US,CT,Berlin,no,01CT,,01CT,,,,168
77,6587,01FA,small_airport,Rybolt Ranch Airport,28.58939934,-81.14420319,55,,US,FL,Orlando,no,01FA,,01FA,,,,1215
78,6588,01FD,heliport,Advent Health Altamonte Springs Heliport,28.666639,-81.3697,86,,US,FL,Altamonte Springs,no,01FD,,01FD,,,Florida Hospital-Altamonte,1215
79,6589,01FL,small_airport,Cedar Knoll Flying Ranch Airport,28.78190041,-81.15920258,19,,US,FL,Geneva,no,01FL,,01FL,,,,1215
80,6590,01GA,heliport,Medical Center Heliport,32.47930145,-84.97910309,319,,US,GA,Columbus,no,01GA,,01GA,,,,617
81,6591,01GE,small_airport,The Farm Airport,32.675106,-82.771055,375,,US,GA,Wrightsville,no,01GE,,01GE,,,,617
82,6592,01IA,small_airport,Stender Airport,41.66109848,-90.74130249,725,,US,IA,Maysville,no,01IA,,01IA,,,,397
83,6530,01ID,small_airport,Lava Hot Springs Airport,42.6082,-112.031998,5268,,US,ID,Lava Hot Springs,no,01ID,,01ID,,,"Formerly 00E, ID26",433
84,6593,01II,small_airport,Myers Field,39.88499832,-86.50669861,950,,US,IN,Lizton,no,01II,,01II,,,,753
85,6594,01IL,heliport,Hoopeston Community Memorial Hospital Heliport,40.45859909,-87.65950012,583,,US,IL,Hoopeston,no,01IL,,01IL,,,,1049
86,6595,01IN,heliport,Community Hospital Heliport,40.13090134,-85.69580078,890,,US,IN,Anderson,no,01IN,,01IN,,,,753
87,6596,01IS,small_airport,William E. Koenig Airport,39.01620102,-90.31819916,670,,US,IL,Dow,no,01IS,,01IS,,,,1049
88,6597,01J,small_airport,Hilliard Airpark,30.68630028,-81.90570068,59,,US,FL,Hilliard,no,01J,,01J,,,,1215
89,6598,01K,small_airport,Caldwell Municipal Airport,37.03609848,-97.58640289,1157,,US,KS,Caldwell,no,01K,,01K,,,,519
90,6599,01KS,small_airport,Flying N Ranch Airport,38.54059982,-97.00330353,1485,,US,KS,Lost Springs,no,01KS,,01KS,,,,519
91,6600,01KY,heliport,Lourdes Hospital Heliport,37.05170059,-88.64689636,419,,US,KY,Paducah,no,01KY,,01KY,,,,316
92,6601,01LA,small_airport,Barham Airport,32.63899994,-91.7736969,90,,US,LA,Oak Ridge,no,01LA,,01LA,,,,821
93,6602,01LL,small_airport,Schumaier Restricted Landing Area,38.12580109,-89.46389771,555,,US,IL,Pinckneyville,no,01LL,,01LL,,,,1049
94,6603,01LS,small_airport,Country Breeze Airport,30.722478,-91.077372,125,,US,LA,Slaughter,no,01LS,,01LS,,,,821
95,6604,01MA,heliport,Compaq Andover Heliport,42.62509918,-71.18009949,140,,US,MA,Andover,no,01MA,,01MA,,,,272
96,6605,01MD,seaplane_base,Annapolis Seaplane Base,38.999199,-76.456001,,,US,MD,Annapolis,no,01MD,,01MD,,,,289
97,6606,01ME,seaplane_base,Saint Peter's Seaplane Base,46.77890015,-68.50029755,608,,US,ME,Portage Lake,no,01ME,,01ME,,,,262
98,6607,01MI,heliport,Flow Through Terminal Heliport,43.04949951,-83.67970276,736,,US,MI,Flint,no,01MI,,01MI,,,,641
99,6608,01MN,seaplane_base,Barnes Seaplane Base,47.89960098,-92.55740356,1358,,US,MN,Cook,no,01MN,,01MN,,,,630
100,6609,01MO,heliport,Highway Patrol Troop C Headquarters Heliport,38.64170074,-90.48429871,615,,US,MO,Town and Country,no,01MO,,01MO,,,,701
101,6610,01MT,small_airport,Crystal Lakes Resort Airport,48.78910065,-114.8799973,3141,,US,MT,Fortine,no,01MT,,01MT,,,,415
102,356169,01MU,heliport,NWMC - Houghton Heliport,32.196747,-110.775142,2873,,US,AZ,Tucson,no,01MU,,01MU,,,,961
103,6611,01NC,small_airport,Topsail Airpark,34.47529984,-77.58139801,65,,US,NC,Holly Ridge,no,01NC,,01NC,,,,574
104,6612,01NE,closed,Detour Airport,40.843619,-100.651503,3000,,US,NE,Wellfleet,no,,,,,,01NE,337
105,6613,01NH,small_airport,Moore Airfield,43.6445,-72.086998,835,,US,NH,Canaan,no,01NH,,01NH,,,Enfield,208
106,6614,01NJ,heliport,Albert Guido Memorial Heliport,40.739956,-74.136128,10,,US,NJ,Newark,no,01NJ,,01NJ,,,,461
107,45537,01NM,small_airport,Champion Ranch Airport,33.008611,-104.540278,3630,,US,NM,Lake Arthur,no,01NM,,01NM,,,,427
108,506122,01NR,heliport,McGee 01 Heliport,34.196264,-77.919917,40,,US,NC,Wilmington,no,01NR,,01NR,,,,574
109,6615,01NV,small_airport,Lantana Ranch Airport,38.76390076,-119.0270004,4600,,US,NV,Yerington,no,01NV,,01NV,,,,382
110,6616,01NY,heliport,Vassar Hospital Heliport,41.692415,-73.93683,100,,US,NY,Poughkeepsie,no,01NY,,01NY,,,,766
111,347920,01OH,heliport,Atrium Medical Center Heliport,39.497455,-84.313851,775,,US,OH,Middletown,no,01OH,,01OH,,,,904
112,6617,01OI,heliport,Avita Health System Galion Hospital Heliport,40.730267,-82.802022,1140,,US,OH,Galion,no,01OI,,01OI,,,Galion Community Hospital Heliport,904
113,6618,01OK,closed,Lawrence Airport,35.294498,-98.636496,1525,,US,OK,Eakly,no,,,,,,01OK,674
114,345166,01OL,small_airport,Spring Creek Ranch East Airport,34.391667,-96.690833,1060,,US,OK,Tishomingo,no,01OL,,01OL,,,,674
115,6619,01OR,closed,Red & White Flying Service Airport,43.119301,-121.044997,4346,,US,OR,Silver Lake,no,,,,,,01OR,609
116,6620,01PA,closed,Pine Heliport,40.655602,-80.050903,1215,,US,PA,Mars,no,,,,,,01PA,1004
117,6621,01PN,small_airport,Bierly(Personal Use) Airport,40.93059921,-77.73889923,960,,US,PA,Bellefonte,no,01PN,,01PN,,,,1004
118,6622,01PS,small_airport,Nort's Resort Airport,41.59590149,-76.02960205,1040,,US,PA,Meshoppen,no,01PS,,01PS,,,,1004
119,6623,01SC,small_airport,York Airport,35.03210068,-81.25279999,779,,US,SC,York,no,01SC,,01SC,,,,258
120,6624,01TA,heliport,Thirty Thirty Matlock Office Center Heliport,32.69419861,-97.11579895,630,,US,TX,Arlington,no,01TA,,01TA,,,,3625
121,6625,01TE,small_airport,Smith Field,32.73759842,-96.4280014,505,,US,TX,Forney,no,01TE,,01TE,,,,3625
122,6626,01TN,small_airport,Colonial Air Park,34.9958992,-89.73059845,370,,US,TN,Collierville,no,01TN,,01TN,,,,409
123,6627,01TS,closed,St Joseph Hospital Heliport,32.7285,-97.324501,675,,US,TX,Fort Worth,no,,,,,,01TS,3625
124,340858,01TT,heliport,Clute Fire & EMS Station #1 Heliport,29.012067,-95.402119,7,,US,TX,Clute,no,01TT,,01TT,,,,3625
125,6628,01TX,closed,Mims Farm Ultralightport,32.388115,-96.877398,610,,US,TX,Waxahachie,no,,,,,,01TX,3625
126,6629,01U,small_airport,Duckwater Airport,38.849785,-115.634987,5124,,US,NV,Duckwater,no,K01U,,01U,,,,382
127,6630,01UT,small_airport,La Sal Junction Airport,38.30830002,-109.3960037,6000,,US,UT,La Sal,no,01UT,,01UT,,,,407
128,6631,01VA,small_airport,Pickles Airport,39.125,-77.92500305,500,,US,VA,Berryville,no,01VA,,01VA,,,,558
129,6632,01WA,heliport,Willapa Harbor Heliport,46.66320038,-123.8119965,154,,US,WA,South Bend,no,01WA,,01WA,,,,704
130,6633,01WI,small_airport,Prehn Cranberry Company Airport,44.00999832,-90.3891983,930,,US,WI,Tomah,no,01WI,,01WI,,,,663
131,6634,01WN,heliport,Whidbey General Hospital Heliport,48.21340179,-122.6849976,103,,US,WA,Coupeville,no,01WN,,01WN,,,,704
132,45900,01WT,heliport,Odyssey Heliport,47.518178,-122.210908,20,,US,WA,Renton,no,01WT,,01WT,,,,704
133,6635,01WY,small_airport,Keyhole Airport,44.348312,-104.8106,4250,,US,WY,Pine Haven,no,01WY,,01WY,,,,202
134,46288,01XA,heliport,Ascension Seton Hays Heliport,30.007222,-97.853333,715,,US,TX,Kyle,no,01XA,,01XA,,,Seton Medical Center Hays Heliport,3625
135,6636,01XS,heliport,Meadowood Ranch Heliport,32.02019882,-95.74549866,500,,US,TX,Athens,no,01XS,,01XS,,,,3625
136,335815,02AA,small_airport,Barefoot Airport,61.506147,-149.912825,160,,US,AK,Big Lake,no,02AA,,02AA,,,H & H Field,1039
137,6637,02AK,small_airport,Rustic Wilderness Airport,61.876907,-150.097626,190,,US,AK,Willow,no,02AK,,02AK,,,,1039
138,6638,02AL,small_airport,Bass Field,30.37150002,-87.76439667,61,,US,AL,Foley,no,02AL,,02AL,,,,458
139,43030,02AR,closed,Three Rivers Airport,34.822445,-92.44442,264,,US,AR,Little Rock,no,,,,,,02AR,494
140,6640,02AZ,closed,Winchester Farm Airstrip,32.376401,-109.936996,4200,,US,AZ,Willcox,no,,,,,,02AZ,961
141,6641,02CA,heliport,Swepi Beta Platform Ellen Heliport,33.58250046,-118.1289978,122,,US,CA,Huntington Beach,no,02CA,,02CA,,,,2318
142,6642,02CD,small_airport,Shannon Field,34.12960052,-90.52400208,165,,US,MS,Clarksdale,no,02CD,,02CD,,,,343
143,6643,02CL,small_airport,Conover Air Lodge Airport,34.761101,-119.058998,5160,,US,CA,Frazier Park,no,02CL,,02CL,,,04L,2318
144,6644,02CO,small_airport,Mc Cullough Airport,37.6432991,-106.0469971,7615,,US,CO,Monte Vista,no,02CO,,02CO,,,,608
145,6645,02CT,heliport,Strangers Point Heliport,41.91960144,-72.44450378,540,,US,CT,Ellington,no,02CT,,02CT,,,,168
146,6646,02FA,small_airport,Osborn Airfield,28.52669907,-81.87480164,121,,US,FL,Groveland,no,02FA,,02FA,,,,1215
147,341544,02FD,small_airport,Triple R Ranch Airport,30.950976,-86.635555,209,,US,FL,Baker,no,02FD,,02FD,,,,1215
148,45347,02FL,closed,Cuchens Airport,30.642527,-86.118779,215,,US,FL,Defuniak Springs,no,,,,,,02FL,1215
149,6648,02GA,small_airport,Doug Bolton Field,34.20259857,-83.42900085,884,,US,GA,Commerce,no,02GA,,02GA,,,,617
150,6649,02GE,small_airport,Etowah Fields Airport,34.1753006,-84.92440033,710,,US,GA,Euharlee,no,02GE,,02GE,,,,617
151,6650,02HI,heliport,K3 Helipad Heliport,21.35839,-157.94789,9,OC,US,HI,Honolulu,no,02HI,,02HI,,,,120
152,6651,02IA,heliport,Boone County Hospital Heliport,42.05609894,-93.87799835,1160,,US,IA,Boone,no,02IA,,02IA,,,,397
153,6652,02ID,small_airport,Morgan Ranch Airport,44.55550003,-115.3050003,5634,,US,ID,Cascade,no,02ID,,02ID,,,,433
154,6653,02II,small_airport,King Ultralightport,40.06230164,-86.21050262,925,,US,IN,Westfield,no,02II,,02II,,,,753
155,6654,02IN,small_airport,Diamond P. Field,40.20890045,-85.540802,904,,US,IN,Muncie,no,02IN,,02IN,,,,753
156,6655,02IS,heliport,Condell Medical Center Heliport,42.27460098,-87.95729828,762,,US,IL,Libertyville,no,02IS,,02IS,,,,1049
157,6656,02KS,small_airport,Jmj Landing Airport,39.22219849,-96.05529785,1170,,US,KS,St Marys,no,02KS,,02KS,,,,519
158,327110,02KT,heliport,St Claire Healthcare Heliport,38.181441,-83.443319,781,,US,KY,Morehead,no,02KT,,02KT,,,,316
159,6657,02KY,heliport,Boone National Guard Heliport,38.190282,-84.906442,760,,US,KY,Frankfort,no,02KY,,02KY,,,,316
160,6658,02LA,heliport,Louisiana State Police Troop G Heliport,32.531491,-93.659939,168,,US,LA,Bossier City,no,02LA,,02LA,,,,821
161,6659,02LS,heliport,Windy Hill Heliport,30.14830017,-91.91899872,25,,US,LA,Broussard,no,02LS,,02LS,,,,821
162,6660,02MA,heliport,Cuttyhunk Heliport,41.419601,-70.927002,9,,US,MA,Cuttyhunk,no,02MA,,02MA,,,,272
163,322099,02MD,small_airport,Garner Field,38.672544,-76.709739,141,,US,MD,Brandywine,no,02MD,,02MD,,,,289
164,6661,02ME,small_airport,Nadeau's Airfield,43.537467,-70.930685,700,,US,ME,Acton,no,02ME,,02ME,,,"Mellion Airport, Old Acton Airfield",262
165,6662,02MI,small_airport,Fairplains Airpark,43.15710068,-85.14849854,850,,US,MI,Greenville,no,02MI,,02MI,,,,641
166,6663,02MN,closed,Greenbush Municipal Airport,48.686527,-96.191976,1070,,US,MN,Greenbush,no,,,,,,"02MN, 02Y",630
167,6664,02MO,small_airport,Troy Airpark,39.04999924,-91.03350067,650,,US,MO,Troy,no,02MO,,02MO,,,,701
168,6665,02MS,small_airport,Watts Field,34.095701,-90.846131,153,,US,MS,Rochdale,no,02MS,,02MS,,,,343
169,6666,02MT,closed,Barrett Field,47.2374,-111.74304,3350,,US,MT,Cascade,no,,,,,,02MT,415
170,6667,02MU,closed,Timber Line Airpark,36.655612,-93.802387,1550,,US,MO,Cassville,no,,,,,,02MU,701
171,45686,02NC,closed,Race City Heliport,35.540477,-80.598047,809,,US,NC,Landis,no,,,,,,02NC,574
172,6668,02NE,small_airport,Benes Service Airport,41.07450104,-96.90450287,1550,,US,NE,Valparaiso,no,02NE,,02NE,,,,337
173,6669,02NH,seaplane_base,Iroquois Landing Seaplane Base,44.65710068,-71.21910095,1180,,US,NH,Dummer,no,02NH,,02NH,,,,208
174,6670,02NJ,heliport,Penske Heliport,40.55730057,-74.46710205,78,,US,NJ,Piscataway,no,02NJ,,02NJ,,,,461
175,506036,02NR,heliport,McGee 02 Heliport,35.592197,-77.377372,25,,US,NC,Greenville,no,02NR,,02NR,,,,574
176,6671,02NV,small_airport,Paiute Meadows Airport,41.299551,-118.926709,4443,,US,NV,Winnemucca,no,02NV,,02NV,,,,382
177,6672,02NY,heliport,Hansen Heliport,43.13259888,-75.65550232,435,,US,NY,Durhamville,no,02NY,,02NY,,,,766
178,6673,02OH,small_airport,Zimmerman Airport,41.37639999,-83.08329773,614,,US,OH,Fremont,no,02OH,,02OH,,,,904
179,6674,02OI,small_airport,Murtha Airport,41.80199814,-80.56539917,950,,US,OH,Conneaut,no,02OI,,02OI,,,,904
180,6675,02OK,closed,Canon Heliport,35.458401,-97.525297,1191,,US,OK,Oklahoma City,no,,,,,,"02OK, 02OK",674
181,337183,02OL,heliport,War Veterans Colony Heliport,34.811412,-95.307727,807,,US,OK,Wilburton,no,02OL,,02OL,,,,674
182,6676,02OR,small_airport,Rowena Dell Airport,45.68149948,-121.3160019,705,,US,OR,The Dalles,no,02OR,,02OR,,,,609
183,6677,02P,heliport,Stottle Memorial Heliport,40.403596,-77.556602,591,,US,PA,Honey Grove,no,26PA,,26PA,,,"02P, EWT 4",1004
184,6678,02PA,heliport,Lag III Heliport,40.438301,-79.769997,1070,,US,PA,Monroeville,no,02PA,,02PA,,,,1004
185,6679,02PN,heliport,Peco Berwyn Heliport,40.06959915,-75.4552002,390,,US,PA,Berwyn,no,02PN,,02PN,,,,1004
187,6681,02PS,small_airport,Hughes Ultralightport,41.90060043,-77.2303009,1700,,US,PA,Tioga,no,02PS,,02PS,,,,1004
188,6682,02SC,small_airport,Harpers Airport,32.760211,-81.225872,111,,US,SC,Estill,no,02SC,,02SC,,,,258
189,6683,02T,small_airport,Wise River Airport,45.76910019,-112.9820023,5830,,US,MT,Wise River,no,02T,,02T,,,,415
190,6684,02TA,heliport,Matagorda Shore Facility Heliport,28.722177,-95.875813,5,,US,TX,Matagorda,no,02TA,,02TA,,,,3625
191,6685,02TE,heliport,Baylor Medical Center Heliport,32.395401,-96.86419678,560,,US,TX,Waxahachie,no,02TE,,02TE,,,,3625
192,6686,02TN,small_airport,Ellis Field,35.780355,-86.585521,840,,US,TN,Rockvale,no,02TN,,02TN,,,,409
193,6687,02TS,closed,FWOMC Heliport,32.747601,-97.370003,684,,US,TX,Fort Worth,no,,,,,,02TS,3625
194,6688,02TX,closed,The Palms At Kitty Hawk Airport,33.370403,-101.922882,3235,,US,TX,New Home,no,,,,,,"02TX, OLD02TX",3625
195,6689,02UT,small_airport,Lucin Airport,41.369336,-113.841019,4412,,US,UT,Lucin,no,02UT,,02UT,,,,407
196,6690,02VA,small_airport,The Greenhouse Airport,38.43569946,-77.85720062,320,,US,VA,Culpeper,no,02VA,,02VA,,,,558
197,6691,02VG,heliport,Northstar Aviation Heliport,36.63880157,-82.11669922,1850,,US,VA,Bristol,no,02VG,,02VG,,,,558
198,6692,02WA,small_airport,Cawleys South Prairie Airport,47.15230179,-122.0940018,690,,US,WA,South Prairie,no,02WA,,02WA,,,,704
199,6693,02WI,small_airport,Beer Airport,45.0318985,-92.65579987,920,,US,WI,Hudson,no,02WI,,02WI,,,,663
200,6694,02WN,small_airport,Fowler Field,48.74580002,-119.3190002,2150,,US,WA,Tonasket,no,02WN,,02WN,,,,704
201,330393,02XA,small_airport,JLS Farms Airport,33.591319,-95.882864,675,,US,TX,Honey Grove,no,02XA,,02XA,,,,3625
202,6695,02XS,closed,Seidel Ranch Airport,30.100941,-97.672607,510,,US,TX,Austin,no,,,,,,"02XS, 02XS, 02XS",3625
